#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link
459,Cu1.75Se,peroxidase,7,40,40,40,poly(sodium 4-styrenesulfonate),0,0,70000,0.58,no,H2O2 + TMB,10,300,0.5,0.467,4.56,,-17.2,,https://doi.org/10.1039/C6AY02275H
460,Fe3(PO4)2,peroxidase,0,8000,8000,8000,naked,poly(N-Vinylpyrrolidone),0,,0.36,0.000158,TMB + H2O2,0.1,1.3,0.6,0.02,3.6,55,,,https://doi.org/10.1016/j.talanta.2018.01.080
461,Fe3(PO4)2,peroxidase,0,8000,8000,8000,naked,poly(N-Vinylpyrrolidone),0,,0.11,0.000558,H2O2 + TMB,0.6,10,0.8,0.02,3.6,55,,,https://doi.org/10.1016/j.talanta.2018.01.080
462,Fe3(PO4)2(OH)2,peroxidase,7,5500,5500,5500,naked,0,0,0,0.055,0.0001688,TMB + H2O2,0.001,0.3,,0.2,4,60,,,https://doi.org/10.1039/C8NJ00324F
463,Fe3(PO4)2(OH)2,peroxidase,7,5500,5500,5500,naked,0,0,0,0.47,0.0000596,H2O2 + TMB,0.015,0.5,2,0.2,4,60,,,https://doi.org/10.1039/C8NJ00324F
464,FeS,peroxidase,4,125,4,4,naked,poly(N-Vinylpyrrolidone),0,,0.0082,0.000087,TMB + H2O2,0.001,0.12,13,0.00667,4,,,25.5,https://doi.org/10.1021/am300408r
465,FeS,peroxidase,4,125,4,4,naked,poly(N-Vinylpyrrolidone),0,,9.36,0.000192,H2O2 + TMB,0.001,50,0.1,0.00667,4,,,25.5,https://doi.org/10.1021/am300408r
466,FeSe,peroxidase,4,6,6,6,naked,poly(N-Vinylpyrrolidone),0,,0.0089,0.0000422,TMB + H2O2,0.001,0.12,13,0.00667,4,,,20.2,https://doi.org/10.1021/am300408r
467,FeSe,peroxidase,4,6,6,6,naked,poly(N-Vinylpyrrolidone),0,,8.09,0.0000651,H2O2 + TMB,0.001,50,0.1,0.00667,4,,,20.2,https://doi.org/10.1021/am300408r
468,MnOOH,oxidase,6,180,180,17,naked,0,sodium dodecyl sulfate,288.38,2.182,no,TMB,0.001,1.2,0,0.02,5,25,,,https://doi.org/10.1016/j.jtice.2015.08.021
469,KFePW12O40,peroxidase,,470,470,90,naked,0,0,0,0.346,0.000037,TMB + H2O2,0.2,3.2,580,1,4.5,25,,38.13,https://doi.org/10.1039/C8DT01146J
470,KFePW12O40,peroxidase,,470,470,90,naked,0,0,0,165,0.000069,H2O2 + TMB,,,10,1,4.5,25,,38.13,https://doi.org/10.1039/C8DT01146J
471,MoSe2,peroxidase,6,100,100,10,naked,0,0,0,0.014,0.0000056,TMB + H2O2,0.001,1,1 000.000,0.15,3.5,25,,,https://doi.org/10.1039/C7TB02434G
472,MoSe2,peroxidase,6,100,100,10,naked,0,0,0,0.155,0.0000099,H2O2 + TMB,0.001,100,10,0.15,3.5,25,,,https://doi.org/10.1039/C7TB02434G
473,WSe2,peroxidase,6,20,20,3,naked,0,0,0,0.433,0.0000143,TMB + H2O2,0.001,1,100,0.1,3.5,25,,,https://doi.org/10.1039/C7NR03179C
474,WSe2,peroxidase,6,20,20,3,naked,0,0,0,19.53,0.0000222,H2O2 + TMB,0.001,100,1,0.1,3.5,25,,,https://doi.org/10.1039/C7NR03179C
475,Cu,peroxidase,7,100,100,100,humic acid,0,0,227.17,1.047,0.0000397,TMB + H2O2,0.5,8,80,0.25,3,25,,,https://doi.org/10.1039/C5TB00684H
476,Cu,peroxidase,7,100,100,100,humic acid,0,0,227.17,31.265,0.000264,H2O2 + TMB,2.5,25,8,0.25,3,25,,,https://doi.org/10.1039/C5TB00684H
479,Pd,peroxidase,7,3.5,3.5,3.5,glutathione,0,0,307.32,0.08,0.000224,TMB + H2O2,0.03,0.15,125,,4,20,,,https://doi.org/10.1039/C5AN01103E
480,Pd,peroxidase,7,3.5,3.5,3.5,glutathione,0,0,307.32,137,0.000246,H2O2 + TMB,30,180,0.125,,4,20,,,https://doi.org/10.1039/C5AN01103E
481,Pd,peroxidase,7,2.6,2.6,2.6,glutathione,0,0,307.32,0.068,0.000315,TMB + H2O2,0.03,0.15,125,,4,20,,,https://doi.org/10.1039/C5AN01103E
482,Pd,peroxidase,7,2.6,2.6,2.6,glutathione,0,0,307.32,156,0.000408,H2O2 + TMB,30,180,0.125,,4,20,,,https://doi.org/10.1039/C5AN01103E
483,Pd,peroxidase,7,1.4,1.4,1.4,glutathione,0,0,307.32,0.045,0.000091,TMB + H2O2,0.02,0.16,125,,4,20,,,https://doi.org/10.1039/C5AN01103E
484,Pd,peroxidase,7,1.4,1.4,1.4,glutathione,0,0,307.32,254,0.000208,H2O2 + TMB,15,175,0.125,,4,20,,,https://doi.org/10.1039/C5AN01103E
485,Pt,peroxidase,7,2,2,2,BSA,0,dimethylamine borane,66500,0.119,no,TMB + H2O2,0.01,0.4,125,,4,25,,,https://doi.org/10.1016/j.bios.2014.11.032
486,Pt,peroxidase,7,2,2,2,BSA,0,dimethylamine borane,66500,41.8,no,H2O2 + TMB,25,250,0.125,,4,25,,,https://doi.org/10.1016/j.bios.2014.11.032
489,Au0.06Ag,peroxidase,7,80,80,80,chitosan,0,0,,0.396,0.0000141,TMB + H2O2,0.1,0.8,50,,4,45,38.47,,https://doi.org/10.1016/j.talanta.2015.03.050
490,Au0.06Ag,peroxidase,7,80,80,80,chitosan,0,0,,94.7,0.0000292,H2O2 + TMB,40,200,0.75,,4,45,38.47,,https://doi.org/10.1016/j.talanta.2015.03.050
491,BiAu,peroxidase,7,13,13,13,naked,0,0,0,0.0893,0.000015,AR + H2O2,0.001,0.1,0.5,,7,25,,,https://doi.org/10.1039/C2CC32833J
492,BiAu,peroxidase,7,13,13,13,naked,0,0,0,0.119,0.000000725,H2O2 + AR,0.001,1,0.01,,7,25,,,https://doi.org/10.1039/C2CC32833J
493,BiAu,peroxidase,7,13,13,13,fibrinogen,0,0,340000,0.377,0.00000125,AR + H2O2,0.001,0.1,0.5,,7,25,,,https://doi.org/10.1039/C2CC32833J
494,BiAu,peroxidase,7,13,13,13,fibrinogen,0,0,340000,0.07,0.000000034,H2O2 + AR,0.001,1,0.01,,7,25,,,https://doi.org/10.1039/C2CC32833J
497,Pd@Ir,peroxidase,7,19.2,19.2,19.2,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.13,0.000065,TMB + H2O2,0.001,2,2 000.000,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
498,Pd@Ir,peroxidase,7,19.2,19.2,19.2,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,340,0.000051,H2O2 + TMB,0.001,800,0.8,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
499,Pd,peroxidase,7,18,18,18,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.054,0.000097,TMB + H2O2,0.02,0.4,2 000.000,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
500,Pd,peroxidase,7,18,18,18,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,700,0.000065,H2O2 + TMB,50,700,0.8,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
501,Pd@Ir,peroxidase,7,8.4,8.4,8.4,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.12,0.000085,TMB + H2O2,0.01,0.6,2 000.000,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
502,Pd@Ir,peroxidase,7,8.4,8.4,8.4,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,180,0.000053,H2O2 + TMB,50,500,0.8,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
503,Pd@Ir,peroxidase,7,52.2,52.2,52.2,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.19,0.000055,TMB + H2O2,0.01,0.6,2 000.000,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
504,Pd@Ir,peroxidase,7,52.2,52.2,52.2,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,180,0.000029,H2O2 + TMB,100,700,0.8,,4,22,,,https://doi.org/10.1021/acsnano.5b03525
505,CoS,peroxidase,6,3000,3000,3000,naked,0,ethylene glycol,62.07,0.41,0.0000582,TMB + H2O2,0.03,0.18,20,0.5,3.5,25,,,https://doi.org/10.1039/C6RA16619A
506,CoS,peroxidase,6,3000,3000,3000,naked,0,ethylene glycol,62.07,7.15,0.0000265,H2O2 + TMB,0.001,20,0.15,0.5,3.5,25,,,https://doi.org/10.1039/C6RA16619A
507,CuS,peroxidase,6,7000,200,200,naked,0,0,0,0.064,0.000764,TMB + H2O2,0.05,0.5,350,0.04,4,,,,https://doi.org/10.1016/j.aca.2016.10.013 
508,CuS,peroxidase,6,7000,200,200,naked,0,0,0,1.753,0.000237,H2O2 + TMB,100,800,0.2,0.04,4,,,,https://doi.org/10.1016/j.aca.2016.10.013 
509,Cu1.8S,peroxidase,6,160,160,50,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000,1.72,no,TMB + H2O2,0.25,7,100,30,4.35,25,,,https://doi.org/10.1039/C6AY03034C
510,Cu1.8S,peroxidase,6,160,160,50,naked,poly(N-Vinylpyrrolidone),ethylene glycol,55000,37.1,no,H2O2 + TMB,0.001,130,15,30,4.35,25,,,https://doi.org/10.1039/C6AY03034C
511,FeS,peroxidase,6,4.6,4.6,4.6,naked,0,0,0,0.008,0.000107,TMB + H2O2,0.0083,0.2,13,0.02,4.6,40,,43.2,https://doi.org/10.1016/j.apcata.2012.01.025
512,FeS,peroxidase,6,4.6,4.6,4.6,naked,0,0,0,7.67,0.000207,H2O2 + TMB,6.5,48,100,0.02,4.6,40,,43.2,https://doi.org/10.1016/j.apcata.2012.01.025
513,VS2,peroxidase,6,4500,4500,75,naked,0,0,0,0.28,0.000416,TMB + H2O2,0.001,1,10,0.05,4,25,,,https://doi.org/10.1007/s00604-017-2552-1 
514,VS2,peroxidase,6,4500,4500,75,naked,0,0,0,3.49,0.000557,H2O2 + TMB,1,10,0.5,0.05,4,25,,,https://doi.org/10.1007/s00604-017-2552-1 
515,WS2,peroxidase,6,95,95,20,naked,0,0,0,1.83,0.0000431,TMB + H2O2,0.4,2.1,0.14,0.0026,6.9,60,,,https://doi.org/10.1016/j.bios.2014.07.001
516,WS2,peroxidase,6,95,95,20,naked,0,0,0,0.24,0.0000452,H2O2 + TMB,0.001,0.45,1.2,0.0026,6.9,60,,,https://doi.org/10.1016/j.bios.2014.07.001
517,ZnS,peroxidase,7,7.5,7.5,7.5,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.0549,0.00000048,TMB + H2O2,0.04,0.1,250,0.04,3.8,25,,,https://doi.org/10.1016/j.snb.2017.05.069
518,ZnS,peroxidase,7,7.5,7.5,7.5,Tetrakis(4-carboxyphenyl)porphine,0,0,790.79,0.1724,0.0001005,H2O2 + TMB,100,350,1,0.04,3.8,25,,,https://doi.org/10.1016/j.snb.2017.05.069
519,AgI,peroxidase,6,40,40,40,chitosan,0,0,1526.5,0.0238,no,TMB + H2O2,0.01,0.12,10,0.051,4,35,,,https://doi.org/10.1021/am501830v
520,AgI,peroxidase,6,40,40,40,chitosan,0,0,1526.5,2.86,no,H2O2 + TMB,0.001,30,0.06,0.051,4,35,,,https://doi.org/10.1021/am501830v
521,CuS,peroxidase,6,3.5,3.5,40,naked,poly(sodium 4-styrenesulfonate),0,70000,0.216,0.0002427,TMB + H2O2,0.1,0.35,0.1,,6.47,45,,,https://doi.org/10.1016/S1872-2040(17)61083-1
522,CuS,peroxidase,6,3.5,3.5,3.5,naked,poly(sodium 4-styrenesulfonate),0,70000,0.015,0.0001513,H2O2 + TMB,0.01,0.15,0.3,,6.47,45,,,https://doi.org/10.1016/S1872-2040(17)61083-1
523,CuCo2S4,peroxidase,7,30,30,30,naked,dextran,0,500000,3.66,0.0001084,OPD + H2O2,0.001,20,100,0.02,7.4,,,39.6,https://doi.org/10.1002/cbic.202000066
524,CuCo2S4,peroxidase,7,30,30,30,naked,dextran,0,500000,209.9,0.0002328,H2O2 + OPD,0.001,1 000.0000,10,0.02,7.4,,,39.6,https://doi.org/10.1002/cbic.202000066
525,CuS,peroxidase,6,30,30,30,naked,dextran,0,500000,5.28,0.00006322,OPD + H2O2,0.001,20,100,0.02,7.4,,,47.4,https://doi.org/10.1002/cbic.202000066
526,CuS,peroxidase,6,30,30,30,naked,dextran,0,500000,264.1,0.0001256,H2O2 + OPD,0.001,1 000.0000,10,0.02,7.4,,,47.4,https://doi.org/10.1002/cbic.202000066
527,CoS,peroxidase,6,130,130,130,naked,dextran,0,500000,3.13,0.00003662,OPD + H2O2,0.001,20,100,0.02,7.4,,,20.1,https://doi.org/10.1002/cbic.202000066
528,CoS,peroxidase,6,130,130,130,naked,dextran,0,500000,114.5,0.00005904,H2O2 + OPD,0.001,1 000.0000,10,0.02,7.4,,,20.1,https://doi.org/10.1002/cbic.202000066
529,WSe2,peroxidase,6,200,200,10,naked,chitosan,0,1526.5,0.205,0.0000125,TMB + H2O2,0.001,10,0.05,0.3,4,37,,,https://doi.org/10.1039/D1NJ00819F
530,WSe2,peroxidase,6,200,200,10,naked,chitosan,0,1526.5,0.746,0.00000484,H2O2 + TMB,0.001,6,1,0.3,4,37,,,https://doi.org/10.1039/D1NJ00819F
531,LaFeO3,peroxidase,3,4400,4400,4400,naked,0,citric acid,192.12,0.427,0.0007301,TMB + H2O2,0.1,1.2,6,0.06,4,40,,10.12,https://doi.org/10.1016/j.snb.2020.128642
532,LaFeO3,peroxidase,3,4400,4400,4400,naked,0,citric acid,192.12,0.209,0.0017247,H2O2 + TMB,0.005,5,1,0.06,4,40,,10.12,https://doi.org/10.1016/j.snb.2020.128642
533,Cu2ZnSnSSe3,peroxidase,4,7.5,7.5,7.5,naked,poly(N-Vinylpyrrolidone),0,,0.109,0.000523,TMB + H2O2,0.1,0.8,1,0.2,4,25,-32.16,28.95,https://doi.org/10.1007/s00604-018-3185-8
534,Cu2ZnSnSSe3,peroxidase,4,7.5,7.5,7.5,naked,poly(N-Vinylpyrrolidone),0,,0.395,0.000776,H2O2 + TMB,0.001,40,0.8,0.2,4,25,-32.16,28.95,https://doi.org/10.1007/s00604-018-3185-8
535,Pt0.1-CdS,peroxidase,6,3000,45,45,naked,0,ethylenediamine,,0.071,0.00000931,TMB + H2O2,0.015,0.16,250,0.2,4,45,,,https://doi.org/10.1007/s00604-020-04451-z
536,Pt0.1-CdS,peroxidase,6,3000,45,45,naked,0,ethylenediamine,,36.86,0.00001026,H2O2 + TMB,10,100,1,0.2,4,45,,,https://doi.org/10.1007/s00604-020-04451-z
537,CoPW11O39,peroxidase,,80,80,80,naked,0,0,0,0.81,0.000013,TMB + H2O2,0.1,1,,0.067,7,,-34.6,,https://doi.org/10.1039/C8TB01853G
538,CoPW11O39,peroxidase,,80,80,80,naked,0,0,0,2.01,0.000617,H2O2 + TMB,0.8,2,5,0.067,7,,-34.6,,https://doi.org/10.1039/C8TB01853G
539,Pd,peroxidase,7,5,5,5,naked,0,0,0,0.14,0.0000069,TMB + H2O2,0.001,0.5,327,0.01,4,25,,,https://doi.org/10.1021/acsanm.8b00578
540,Pd,peroxidase,7,5,5,5,naked,0,0,0,1.52,0.00396,H2O2 + TMB,0.001,200,0.167,0.01,4,25,,,https://doi.org/10.1021/acsanm.8b00578
541,PdCu,peroxidase,7,5,5,5,naked,0,0,0,0.25,0.0000119,TMB + H2O2,0.001,0.5,327,0.01,4,25,,,https://doi.org/10.1021/acsanm.8b00578
542,PdCu,peroxidase,7,5,5,5,naked,0,0,0,3.05,0.00625,H2O2 + TMB,0.001,200,0.167,0.01,4,25,,,https://doi.org/10.1021/acsanm.8b00578
543,C,peroxidase,,2.1,2.1,2.1,naked,0,0,0,0.039,0.0000361,TMB + H2O2,0.01,0.12,50,0.001,3.5,35,24.1,,https://doi.org/10.1039/C1CC11943E 
544,C,peroxidase,,2.1,2.1,2.1,naked,0,0,0,26.77,0.0003061,H2O2 + TMB,0.001,300,0.8,0.001,3.5,35,24.1,,https://doi.org/10.1039/C1CC11943E 
545,Au,peroxidase,7,8.7,8.7,8.7,casein,0,0,1082.3,0.035,0.00002,TMB + H2O2,0.001,0.4,300,0.1,4,25,,,https://doi.org/10.1039/C6RA23773H
546,Au,peroxidase,7,8.7,8.7,8.7,casein,0,0,1082.3,191,0.0000263,H2O2 + TMB,10,700,0.3,0.1,4,25,,,https://doi.org/10.1039/C6RA23773H
547,Au,peroxidase,7,4.2,4.2,4.2,casein,0,0,1082.3,0.023,0.0000357,TMB + H2O2,0.001,0.4,300,0.1,4,25,,,https://doi.org/10.1039/C6RA23773H
548,Au,peroxidase,7,4.2,4.2,4.2,casein,0,0,1082.3,130,0.0000405,H2O2 + TMB,10,700,0.3,0.1,4,25,,,https://doi.org/10.1039/C6RA23773H
549,Au,peroxidase,7,2.8,2.8,2.8,casein,0,0,1082.3,0.055,0.0000213,TMB + H2O2,0.001,0.4,300,0.1,4,25,,,https://doi.org/10.1039/C6RA23773H
550,Au,peroxidase,7,2.8,2.8,2.8,casein,0,0,1082.3,142,0.0000295,H2O2 + TMB,10,700,0.3,0.1,4,25,,,https://doi.org/10.1039/C6RA23773H
551,Pt,peroxidase,7,3.8,3.8,3.8,casein,0,0,1082.3,0.052,0.000164,TMB + H2O2,0.005,0.325,80,0.01,4,20,,,https://doi.org/10.1021/acs.langmuir.7b03430
552,Pt,peroxidase,7,3.8,3.8,3.8,casein,0,0,1082.3,63.86,0.00029,H2O2 + TMB,5,160,0.08,0.01,4,20,,,https://doi.org/10.1021/acs.langmuir.7b03430
553,Fe4(Fe(CN)6)3,peroxidase,7,15.3,15.3,15.3,naked,BSA,citric acid,66500,0.76,no,TMB + H2O2,0.001,0.5,1 000.000,0.000033,3.5,25,,,https://doi.org/10.1007/s00604-015-1697-z
554,Fe4(Fe(CN)6)3,peroxidase,7,15.3,15.3,15.3,naked,BSA,citric acid,66500,840,no,H2O2 + TMB,0.001,1 000.0000,0.5,0.000033,3.5,25,,,https://doi.org/10.1007/s00604-015-1697-z
555,Fe4(Fe(CN)6)3,peroxidase,7,50,50,50,naked,poly(N-Vinylpyrrolidone),0,40000,0.337,0.000216,TMB + H2O2,0.001,1.27,1 045.000,0.006,3.6,25,-26.1,,https://doi.org/10.1021/jacs.5b12070
556,Fe4(Fe(CN)6)3,peroxidase,7,50,50,50,naked,poly(N-Vinylpyrrolidone),0,40000,14.7,0.000115,H2O2 + TMB,10,130,1.27,0.006,3.6,25,-26.1,,https://doi.org/10.1021/jacs.5b12070
557,Fe4(Fe(CN)6)3,peroxidase,7,50,50,50,naked,poly(N-Vinylpyrrolidone),0,40000,1.08,0.000314,ABTS + H2O2,0.001,0.72,17,0.0002,3.6,25,-26.1,,https://doi.org/10.1021/jacs.5b12070
558,Fe4(Fe(CN)6)3,peroxidase,7,50,50,50,naked,poly(N-Vinylpyrrolidone),0,40000,17.1,0.000293,H2O2 + ABTS,10,130,0.72,0.0002,3.6,25,-26.1,,https://doi.org/10.1021/jacs.5b12070
559,MoS2,peroxidase,6,25,25,25,poly(ethylene oxide),0,0,20000,0.537,0.000388,TMB + H2O2,0.25,3,16.7,0.033,,,-35.16,,https://doi.org/10.1021/acsnano.6b05810
560,MoS2,peroxidase,6,25,25,25,poly(ethylene oxide),0,0,20000,2.812,0.0000801,H2O2 + TMB,1.25,30,1,0.033,,,-35.16,,https://doi.org/10.1021/acsnano.6b05810
563,Ir,peroxidase,7,90,90,5,naked,poly(N-Vinylpyrrolidone),0,29000,0.1317,0.03895,TMB + H2O2,0.001,0.8,200,0.002,3,40,,,https://doi.org/10.1021/acsami.0c10981
564,Ir,peroxidase,7,90,90,5,naked,poly(N-Vinylpyrrolidone),0,29000,319.3,0.06794,H2O2 + TMB,0.001,2 000.0000,0.2,0.002,3,40,,,https://doi.org/10.1021/acsami.0c10981
565,CuS,peroxidase,6,20,20,20,naked,0,0,0,0.11,0.00000038,TMB + H2O2,0.001,2,333,0.0067,7,37,-8.6,,https://doi.org/10.1039/C8CC07800A
566,CuS,peroxidase,6,20,20,20,naked,0,0,0,101.8,0.00000043,H2O2 + TMB,0.001,800,0.167,0.0067,7,37,-8.6,,https://doi.org/10.1039/C8CC07800A
567,CuS,peroxidase,6,20,20,20,Aspartic acid,0,0,133.1,0.09,0.000331,TMB + H2O2,0.001,0.5,333,0.0067,7,37,-39.8,,https://doi.org/10.1039/C8CC07800A
568,CuS,peroxidase,6,20,20,20,Aspartic acid,0,0,133.1,103.2,0.000382,H2O2 + TMB,0.001,650,0.167,0.0067,7,37,-39.8,,https://doi.org/10.1039/C8CC07800A
569,MoS2,peroxidase,,2.72,2.72,2.72,naked,0,0,0,3,0.0000117,TMB + H2O2,0.01,1,10,,,,,,https://doi.org/10.1039/C8CC09799B
570,MoS2,peroxidase,,2.72,2.72,2.72,naked,0,0,0,29.79,0.0000041,H2O2 + TMB,1,50,0.1,,,,,,https://doi.org/10.1039/C8CC09799B
571,C,peroxidase,,3.4,3.4,3.4,naked,0,0,0,0.427,0.0000429,TMB + H2O2,0.08,6,8,0.5,4,40,,,https://doi.org/10.1021/acssuschemeng.8b04067
572,C,peroxidase,,3.4,3.4,3.4,naked,0,0,0,0.244,0.000222,H2O2 + TMB,0.08,1.2,7,0.5,4,40,,,https://doi.org/10.1021/acssuschemeng.8b04067
573,Ti3C2,peroxidase,6,103,103,5,naked,0,0,0,0.433,0.000121,TMB + H2O2,0.001,1,100,0.385,3.5,50,,,https://doi.org/10.1039/D0TB00239A
574,Ti3C2,peroxidase,6,103,103,5,naked,0,0,0,0.015,0.0000144,H2O2 + TMB,0.001,100,0.5,0.385,3.5,50,,,https://doi.org/10.1039/D0TB00239A
575,Ti3C2,peroxidase,6,180,180,5,histidine,0,0,155.15,0.196,0.0000962,TMB + H2O2,0.001,1,100,0.385,3.5,50,,,https://doi.org/10.1039/D0TB00239A
576,Ti3C2,peroxidase,6,180,180,5,histidine,0,0,155.15,0.007,0.0000202,H2O2 + TMB,0.001,100,0.5,0.385,3.5,50,,,https://doi.org/10.1039/D0TB00239A
577,Ti3C2,peroxidase,6,150,150,5,alanine,0,0,89.09,0.281,0.0001037,TMB + H2O2,0.001,1,100,0.385,3.5,50,,,https://doi.org/10.1039/D0TB00239A
578,Ti3C2,peroxidase,6,150,150,5,alanine,0,0,89.09,0.012,0.0000143,H2O2 + TMB,0.001,100,0.5,0.385,3.5,50,,,https://doi.org/10.1039/D0TB00239A
579,Pt,oxidase,7,4.8,4.8,4.8,heparin,0,0,1039.9,0.0101,no,TMB,0.001,0.06,no,,3.5,50,-30.7,,https://doi.org/10.1016/j.talanta.2019.120707
580,Mn2O3,oxidase,,60,60,60,naked,0,0,0,0.13,0.00015,TMB,100,800,no,0.1,4,,9.8,8.52,https://doi.org/10.1002/chem.202100567
581,Pd,oxidase,7,3.8,3.8,3.8,dithiothreitol,0,0,154.25,0.15,0.000038,TMB,0.025,0.165,no,0.0067,4,25,,,https://doi.org/10.1016/j.snb.2019.126876
582,PdIr,oxidase,7,14,14,14,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000,0.28,0.000079,TMB,0.001,2,no,,4,,,,https://doi.org/10.1021/acsnano.9b04366
583,Pd@Ir,oxidase,7,14,14,14,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000,0.22,0.000031,TMB,0.001,2,no,,4,,,,https://doi.org/10.1021/acsnano.9b04366
584,Pd,oxidase,7,14,14,14,naked,poly(N-Vinylpyrrolidone),l-ascorbic acid,55000,0.43,0.000018,TMB,0.001,2,no,,4,,,,https://doi.org/10.1021/acsnano.9b04366
585,Pd0.25Pt0.75,oxidase,7,5000,11,11,naked,poly(N-Vinylpyrrolidone),0,58000,0.058,0.000114,TMB,0.025,0.3,no,0.4,4,30,,,https://doi.org/10.1039/c9tb00730j
586,Se,oxidase,,38.7,38.7,38.7,naked,BSA,0,66500,8.3,0.0000507,TMB,0.1,1.65,no,0.06,4,30,,,https://doi.org/10.1007/s11051-016-3357-6
587,CeO2,oxidase,7,3.8,3.8,3.8,naked,0,trisodium citrate,192.12,0.42,0.0001004,TMB,0.1,2,no,14,4.5,37,35.7,,https://doi.org/10.1021/acssensors.6b00500
588,Pt,oxidase,7,5.4,5.4,5.4,naked,poly(N-Vinylpyrrolidone),ascorbic acid,,0.051,0.0001087,TMB,0.001,0.17,no,0.0058,3.8,30,,,https://doi.org/10.1007/s10853-017-1181-8
589,Pt0.7Se0.3,oxidase,7,13.5,13.5,13.5,naked,poly(N-Vinylpyrrolidone),ascorbic acid,,0.029,0.0001948,TMB,0.001,0.17,no,0.0056,4.4,40,,,https://doi.org/10.1007/s10853-017-1181-8
590,CuPt,oxidase,7,4.6,4.6,4.6,naked,0,"poly(ethylene oxide), cholesteryl ether",430.71,0.29,0.0000075,TMB,0.1,1.5,no,,4,60,-23.4,,https://doi.org/10.1002/slct.201900681
591,MnO2,oxidase,3,785,55,55,naked,0,0,0,0.0001,0.00563,TMB,0.4,2.5,no,0.125,4,25,-3.98,30.6,https://doi.org/10.1007/s12274-020-2680-5
592,MnO2,oxidase,4,1710,85,85,naked,0,0,0,0.0035,0.0168,TMB,0.4,2.5,no,0.125,4,25,-4.59,33.7,https://doi.org/10.1007/s12274-020-2680-5
593,MnO2,oxidase,3,450,61.5,61.5,naked,0,0,0,0.0009,0.00158,TMB,0.4,2.5,no,0.125,4,25,-3.86,60.2,https://doi.org/10.1007/s12274-020-2680-5
594,Ir,oxidase,7,2.5,2.5,2.5,naked,0,sodium citrate,192.12,0.28,0.0001365,TMB,0.001,0.09,no,,3.5,25,,,https://doi.org/10.1007/s00604-017-2326-9
595,Tb4O7,oxidase,7,200,200,200,naked,0,0,0,0.124,0.0000431,TMB,0.1,1.6,no,,3.6,25,31.6,,https://doi.org/10.1186/s12951-019-0487-x
596,MnFe2O4,oxidase,7,3.16,3.16,3.16,naked,0,0,0,0.0136,0.000822,MBTH/DMAB,0.005,0.25,no,0.004,3.9,30,,,https://doi.org/10.1016/j.colsurfa.2021.126585
597,MnFe2O4,oxidase,7,150,150,150,naked,0,0,0,0.0378,no,TMB,0.001,0.12,no,,4,28,,,https://doi.org/10.1002/asia.201500942
598,MnFe2O4,oxidase,7,150,150,150,naked,0,0,0,0.23,0.000417,TMB,0.001,0.5,no,0.025,4,28,,,https://doi.org/10.1007/s41664-019-00100-4
599,Pt,oxidase,7,30,30,30,naked,poly(N-Vinylpyrrolidone),ethylene glycol,,0.102,no,TMB,0.01,1,no,0.075,4,35,,,https://doi.org/10.3390/nano10061015
600,Ru,oxidase,2,25,25,25,naked,0,0,0,54.92,0.0000095,TMB,0.05,0.5,no,0.05,7.4,25,-37.7,,https://doi.org/10.1039/C7RA10370K
601,Ru,oxidase,2,25,25,25,naked,0,0,0,0.155,0.000038885,sodium ascorbate + no,0.05,0.2,no,0.05,7.4,25,-37.7,,https://doi.org/10.1039/C7RA10370K
602,Au0.75Pt0.25,oxidase,7,20,20,20,naked,0,Cetrimonium bromide,364.45,0.02,0.000006,TMB,0.0125,0.2,no,0.0013,3.9,25,,,https://doi.org/10.1038/srep40103
603,Au0.5Pt0.5,oxidase,7,25,25,25,naked,0,Cetrimonium bromide,364.45,0.048,0.000017,TMB,0.0125,0.2,no,0.0013,3.9,25,,,https://doi.org/10.1038/srep40103
604,Au0.25Pt0.75,oxidase,7,30,30,30,naked,0,Cetrimonium bromide,364.45,0.16,0.000173,TMB,0.0125,0.2,no,0.0013,3.9,25,,,https://doi.org/10.1038/srep40103
